,sid,tangram nr,item,x,y,rot,grid_val,step
3464,170249,1,PARALL,46.0,-68.0,45.0,9.0,4.0
3465,170249,1,SQUARE,104.0,102.0,0.0,24.0,5.0
3468,170249,1,BIG-T,-13.0,-40.0,180.0,8.0,6.0
3469,170249,1,BIG-T,-79.0,21.0,0.0,12.0,7.0
3472,170249,1,SQUARE,-137.0,-69.0,0.0,1.0,8.0
3475,170249,1,BIG-T,-101.0,42.0,0.0,17.0,9.0
3476,170249,1,MIDDLE-T,43.0,-33.0,180.0,8.0,10.0
3478,170249,1,BIG-T,-17.0,134.0,0.0,23.0,11.0
3482,170249,1,PARALL,44.0,-70.0,45.0,4.0,12.0
3483,170249,1,MIDDLE-T,-101.0,-33.0,0.0,7.0,13.0
3484,170249,1,BIG-T,-100.0,41.0,0.0,17.0,14.0
3485,170249,1,SMALL-T,-139.0,4.0,315.0,11.0,15.0
3486,170249,1,SMALL-T,-64.0,2.0,45.0,12.0,16.0
3489,170249,1,SQUARE,-138.0,-69.0,0.0,1.0,17.0
3493,170249,1,PARALL,50.0,-68.0,45.0,9.0,18.0
3496,170249,1,SQUARE,117.0,75.0,0.0,19.0,19.0
3501,170249,1,SMALL-T,-229.0,54.0,315.0,15.0,20.0
3502,170249,1,SQUARE,-98.0,68.0,0.0,17.0,21.0
3503,170249,1,SMALL-T,-246.0,127.0,45.0,20.0,22.0
3506,170249,1,MIDDLE-T,-102.0,-34.0,0.0,7.0,23.0
3507,170249,1,SQUARE,-136.0,-71.0,0.0,1.0,24.0
3508,170249,1,MIDDLE-T,-99.0,38.0,180.0,17.0,25.0
3513,170249,1,PARALL,-64.0,-34.0,135.0,7.0,26.0
3514,170249,1,SQUARE,-135.0,2.0,0.0,11.0,27.0
3515,170249,1,MIDDLE-T,-169.0,-34.0,180.0,6.0,28.0
3519,170249,1,PARALL,-100.0,-70.0,45.0,2.0,29.0
3521,170249,1,MIDDLE-T,-174.0,-36.0,180.0,6.0,30.0
3522,170249,1,SMALL-T,-66.0,9.0,315.0,12.0,31.0
3523,170249,1,BIG-T,-97.0,41.0,0.0,17.0,32.0
3525,170249,1,SMALL-T,-68.0,1.0,135.0,12.0,33.0
3530,170249,1,BIG-T,-96.0,103.0,0.0,22.0,34.0
3531,170249,1,SMALL-T,89.0,19.0,315.0,14.0,35.0
3533,170249,1,BIG-T,-108.0,-117.0,0.0,2.0,36.0
3534,170249,1,SQUARE,-140.0,-69.0,0.0,1.0,37.0
3536,170249,1,PARALL,48.0,-67.0,45.0,9.0,38.0
3538,170249,1,BIG-T,-99.0,40.0,0.0,17.0,39.0
3541,170249,1,MIDDLE-T,-28.0,-34.0,180.0,8.0,40.0
3542,170249,1,SQUARE,-134.0,-68.0,0.0,6.0,41.0
3546,170249,1,BIG-T,-98.0,-34.0,45.0,7.0,42.0
3549,170249,1,BIG-T,-102.0,-33.0,315.0,7.0,43.0
3550,170249,1,BIG-T,-100.0,-32.0,135.0,7.0,44.0
3553,170249,1,SQUARE,-137.0,0.0,0.0,11.0,45.0
3555,170249,1,MIDDLE-T,-172.0,-34.0,180.0,6.0,46.0
3556,170249,1,BIG-T,-99.0,40.0,0.0,17.0,47.0
3557,170249,1,SMALL-T,7.0,-69.0,315.0,3.0,48.0
3558,170249,1,SMALL-T,-66.0,2.0,315.0,12.0,49.0
3566,170249,2,SQUARE,-165.0,148.0,0.0,22.0,1.0
3567,170249,2,PARALL,-201.0,77.0,45.0,11.0,2.0
3568,170249,2,BIG-T,-101.0,40.0,0.0,13.0,3.0
3569,170249,2,BIG-T,-140.0,-61.0,0.0,2.0,4.0
3570,170249,2,MIDDLE-T,-87.0,-12.0,45.0,8.0,5.0
3571,170249,2,SMALL-T,-238.0,-9.0,90.0,5.0,6.0
3572,170249,2,SMALL-T,-188.0,39.0,180.0,11.0,7.0
3577,170249,3,SMALL-T,58.0,-128.0,90.0,4.0,1.0
3582,170249,3,SQUARE,-160.0,-96.0,0.0,2.0,2.0
3586,170249,3,PARALL,-121.0,-100.0,45.0,2.0,3.0
3587,170249,3,MIDDLE-T,-194.0,-65.0,180.0,6.0,4.0
3589,170249,3,BIG-T,-235.0,10.0,135.0,11.0,5.0
3595,170249,3,SQUARE,-126.0,-27.0,0.0,12.0,6.0
3599,170249,3,PARALL,-136.0,14.0,0.0,12.0,7.0
3600,170249,3,SQUARE,-199.0,-27.0,0.0,11.0,8.0
3602,170249,3,BIG-T,-62.0,-59.0,0.0,8.0,9.0
3603,170249,3,BIG-T,-161.0,41.0,90.0,17.0,10.0
3604,170249,3,PARALL,-122.0,-100.0,45.0,2.0,11.0
3605,170249,3,MIDDLE-T,-194.0,-65.0,180.0,6.0,12.0
3606,170249,3,SMALL-T,-271.0,-26.0,135.0,10.0,13.0
3607,170249,3,SMALL-T,-201.0,43.0,135.0,16.0,14.0
3618,170249,4,SMALL-T,-140.0,-151.0,135.0,2.0,1.0
3619,170249,4,PARALL,-177.0,83.0,90.0,11.0,2.0
3620,170249,4,SMALL-T,-140.0,-151.0,135.0,2.0,3.0
3621,170249,4,SMALL-T,-60.0,235.0,0.0,23.0,4.0
3622,170249,4,SQUARE,-67.0,206.0,0.0,23.0,5.0
3623,170249,4,BIG-T,-130.0,98.0,135.0,12.0,6.0
3627,170249,4,BIG-T,-59.0,74.0,270.0,13.0,7.0
3628,170249,4,MIDDLE-T,-110.0,-64.0,135.0,8.0,8.0
3633,170249,4,BIG-T,-130.0,100.0,135.0,17.0,9.0
3635,170249,4,MIDDLE-T,-110.0,-56.0,135.0,8.0,10.0
3641,170249,4,SQUARE,-66.0,208.0,0.0,23.0,11.0
3642,170249,4,SMALL-T,-65.0,245.0,0.0,23.0,12.0
3643,170249,4,BIG-T,-102.0,6.0,0.0,13.0,13.0
3646,170249,4,BIG-T,-132.0,98.0,135.0,12.0,14.0
3647,170249,4,PARALL,-187.0,91.0,90.0,11.0,15.0
3648,170249,4,MIDDLE-T,-112.0,-62.0,225.0,8.0,16.0
3649,170249,4,BIG-T,-130.0,-43.0,45.0,7.0,17.0
3654,171623,1,BIG-T,-101.0,41.0,0.0,17.0,1.0
3656,171623,1,SQUARE,7.0,-68.0,0.0,8.0,2.0
3657,171623,1,SMALL-T,79.0,-69.0,315.0,4.0,3.0
3658,171623,1,PARALL,-65.0,-33.0,135.0,7.0,4.0
3659,171623,1,SMALL-T,-64.0,4.0,45.0,12.0,5.0
3660,171623,1,PARALL,118.0,29.0,135.0,14.0,6.0
3663,171623,1,BIG-T,-100.0,-33.0,45.0,7.0,7.0
3665,171623,1,MIDDLE-T,-122.0,-13.0,225.0,11.0,8.0
3669,171623,1,BIG-T,-102.0,-33.0,225.0,7.0,9.0
3670,171623,1,SQUARE,-64.0,2.0,0.0,12.0,10.0
3672,171623,1,MIDDLE-T,-121.0,-13.0,45.0,11.0,11.0
3673,171623,1,SQUARE,59.0,-76.0,0.0,4.0,12.0
3674,171623,1,MIDDLE-T,-123.0,-14.0,45.0,11.0,13.0
3675,171623,1,SMALL-T,81.0,20.0,45.0,14.0,14.0
3676,171623,1,MIDDLE-T,32.0,120.0,45.0,23.0,15.0
3677,171623,1,BIG-T,-99.0,-33.0,45.0,7.0,16.0
3683,171623,1,PARALL,45.0,-69.0,45.0,4.0,17.0
3684,171623,1,SMALL-T,8.0,-69.0,315.0,3.0,18.0
3685,171623,1,BIG-T,-101.0,-31.0,45.0,7.0,19.0
3686,171623,1,MIDDLE-T,-100.0,-104.0,0.0,2.0,20.0
3690,171623,1,PARALL,-173.0,-68.0,135.0,6.0,21.0
3691,171623,1,BIG-T,-99.0,-33.0,45.0,7.0,22.0
3692,171623,1,SMALL-T,78.0,-70.0,315.0,4.0,23.0
3693,171623,1,SQUARE,3.0,-65.0,0.0,8.0,24.0
3694,171623,1,PARALL,-123.0,64.0,90.0,16.0,25.0
3695,171623,1,SMALL-T,-101.0,92.0,0.0,22.0,26.0
3696,171623,1,SMALL-T,-48.0,40.0,0.0,17.0,27.0
3700,171623,1,BIG-T,-98.0,-35.0,135.0,7.0,28.0
3702,171623,1,PARALL,102.0,72.0,90.0,19.0,29.0
3703,171623,1,SMALL-T,23.0,119.0,0.0,23.0,30.0
3705,171623,1,BIG-T,-133.0,23.0,90.0,11.0,31.0
3708,171623,1,BIG-T,-104.0,-33.0,225.0,7.0,32.0
3709,171623,1,BIG-T,-99.0,40.0,0.0,17.0,33.0
3710,171623,1,SQUARE,6.0,-68.0,0.0,8.0,34.0
3711,171623,1,PARALL,82.0,-74.0,45.0,4.0,35.0
3712,171623,1,SQUARE,88.0,21.0,0.0,14.0,36.0
3713,171623,1,PARALL,41.0,-69.0,45.0,3.0,37.0
3714,171623,1,MIDDLE-T,-29.0,-34.0,180.0,8.0,38.0
3715,171623,1,SQUARE,-62.0,4.0,0.0,12.0,39.0
3716,171623,1,SMALL-T,-207.0,-68.0,45.0,5.0,40.0
3717,171623,1,SMALL-T,-136.0,3.0,45.0,11.0,41.0
3718,171623,2,SQUARE,-167.0,148.0,0.0,22.0,1.0
3719,171623,2,MIDDLE-T,-203.0,41.0,0.0,11.0,2.0
3720,171623,2,BIG-T,-99.0,43.0,0.0,13.0,3.0
3722,171623,2,PARALL,-203.0,75.0,45.0,11.0,4.0
3723,171623,2,BIG-T,-134.0,37.0,180.0,12.0,5.0
3724,171623,2,MIDDLE-T,-86.0,-11.0,135.0,8.0,6.0
3725,171623,2,SMALL-T,-239.0,-12.0,90.0,5.0,7.0
3726,171623,2,SMALL-T,-188.0,-62.0,0.0,1.0,8.0
3729,171623,3,BIG-T,32.0,114.0,225.0,24.0,1.0
3730,171623,3,BIG-T,-234.0,10.0,135.0,11.0,2.0
3731,171623,3,SQUARE,-158.0,-99.0,0.0,2.0,3.0
3732,171623,3,SMALL-T,-229.0,-100.0,45.0,1.0,4.0
3733,171623,3,SMALL-T,-85.0,-98.0,315.0,3.0,5.0
3734,171623,3,BIG-T,-93.0,4.0,225.0,12.0,6.0
3742,171623,3,PARALL,-122.0,-99.0,45.0,2.0,7.0
3743,171623,3,MIDDLE-T,-195.0,-65.0,180.0,6.0,8.0
3744,171623,3,BIG-T,-92.0,70.0,225.0,18.0,9.0
3745,171623,3,SQUARE,-68.0,-25.0,0.0,13.0,10.0
3746,171623,3,BIG-T,-94.0,75.0,225.0,17.0,11.0
3747,171623,3,SQUARE,-129.0,-29.0,0.0,7.0,12.0
3748,171623,3,SMALL-T,8.0,-28.0,225.0,14.0,13.0
3749,171623,3,SQUARE,5.0,-122.0,0.0,4.0,14.0
3751,171623,3,BIG-T,-161.0,41.0,90.0,17.0,15.0
3752,171623,3,BIG-T,-236.0,9.0,135.0,11.0,16.0
3755,171623,3,SQUARE,-59.0,-10.0,45.0,13.0,17.0
3756,171623,3,SMALL-T,-8.0,-60.0,0.0,9.0,18.0
3757,171623,3,SMALL-T,-110.0,-60.0,0.0,7.0,19.0
3758,171623,4,SQUARE,-66.0,208.0,0.0,23.0,1.0
3759,171623,4,SMALL-T,-65.0,244.0,0.0,23.0,2.0
3760,171623,4,BIG-T,-62.0,71.0,270.0,13.0,3.0
3761,171623,4,BIG-T,-160.0,-12.0,90.0,7.0,4.0
3764,171623,4,BIG-T,-162.0,-16.0,90.0,7.0,5.0
3765,171623,4,BIG-T,-59.0,77.0,270.0,13.0,6.0
3766,171623,4,BIG-T,-161.0,-19.0,90.0,7.0,7.0
3767,171623,4,PARALL,-195.0,92.0,90.0,11.0,8.0
3768,171623,4,MIDDLE-T,-108.0,-67.0,135.0,8.0,9.0
3773,171623,4,BIG-T,-61.0,-12.0,270.0,8.0,10.0
3775,171623,4,SMALL-T,-140.0,-151.0,135.0,2.0,11.0
3777,171623,4,SMALL-T,-220.0,66.0,0.0,11.0,12.0
3779,171623,4,BIG-T,-60.0,72.0,270.0,13.0,13.0
3780,171623,4,BIG-T,-6.0,-45.0,90.0,9.0,14.0
3782,171623,4,BIG-T,-62.0,69.0,270.0,13.0,15.0
3785,171623,4,BIG-T,-162.0,-15.0,90.0,7.0,16.0
3786,171623,4,BIG-T,-60.0,72.0,270.0,13.0,17.0
3787,171623,4,BIG-T,-163.0,-23.0,90.0,7.0,18.0
3789,171623,4,SMALL-T,-65.0,244.0,0.0,23.0,19.0
3790,171623,4,PARALL,-191.0,93.0,90.0,11.0,20.0
3791,171623,4,SQUARE,-66.0,206.0,0.0,23.0,21.0
3792,171623,4,BIG-T,-4.0,52.0,90.0,14.0,22.0
3794,171623,4,SMALL-T,-139.0,-151.0,135.0,2.0,23.0
3796,171623,4,BIG-T,-61.0,73.0,270.0,13.0,24.0
3797,171623,4,BIG-T,-31.0,-20.0,90.0,9.0,25.0
3798,171623,4,BIG-T,-105.0,26.0,270.0,13.0,26.0
3804,171623,4,BIG-T,-131.0,98.0,135.0,12.0,27.0
3805,171623,4,BIG-T,-131.0,-43.0,45.0,7.0,28.0
3806,171623,4,PARALL,-193.0,89.0,90.0,11.0,29.0
3807,171623,4,SMALL-T,-140.0,-152.0,135.0,2.0,30.0
3808,171623,4,MIDDLE-T,-112.0,-61.0,225.0,8.0,31.0
3809,171623,4,SMALL-T,-64.0,245.0,0.0,23.0,32.0
3810,171623,4,SQUARE,-65.0,208.0,0.0,23.0,33.0
