,sid,tangram nr,item,x,y,rot,grid_val,step,i_item
961,101450,4,BIG-T,173.0,-20.0,270.0,-1.0,100.0,1
962,101450,4,MIDDLE-T,-132.0,28.0,270.0,12.0,6.0,2
963,101450,4,BIG-T,-61.0,71.0,270.0,13.0,7.0,0
964,101450,4,MIDDLE-T,94.0,89.0,270.0,-1.0,100.0,2
965,101450,4,SQUARE,-265.0,0.0,45.0,10.0,8.0,5
966,101450,4,PARALL,-129.0,-8.0,135.0,7.0,9.0,6
967,101450,4,SQUARE,-97.0,-79.0,0.0,8.0,10.0,5
968,101450,4,PARALL,-2.0,-55.0,135.0,9.0,11.0,6
969,101450,4,BIG-T,-183.0,9.0,90.0,11.0,100.0,0
970,101450,4,SQUARE,124.0,-142.0,0.0,-1.0,100.0,5
971,101450,4,PARALL,86.0,-28.0,135.0,-1.0,100.0,6
972,101450,4,BIG-T,-160.0,-16.0,90.0,7.0,12.0,0
973,101450,4,SMALL-T,-116.0,192.0,270.0,17.0,13.0,3
974,101450,4,BIG-T,-63.0,-15.0,270.0,8.0,14.0,0
975,101450,4,SMALL-T,28.0,-87.0,225.0,-1.0,100.0,3
976,101450,4,MIDDLE-T,-114.0,-64.0,225.0,7.0,15.0,2
977,101450,4,SQUARE,-67.0,206.0,0.0,23.0,16.0,5
978,101450,4,BIG-T,106.0,74.0,315.0,-1.0,100.0,1
979,101450,4,BIG-T,-103.0,26.0,270.0,13.0,17.0,0
980,101450,4,SMALL-T,-100.0,-22.0,90.0,8.0,18.0,3
981,101450,4,PARALL,-87.0,95.0,0.0,13.0,100.0,6
982,101450,4,BIG-T,129.0,49.0,0.0,-1.0,100.0,1
983,101450,4,PARALL,-193.0,90.0,90.0,11.0,19.0,6
984,101450,4,SMALL-T,54.0,-47.0,90.0,-1.0,100.0,3
985,101450,4,MIDDLE-T,186.0,-125.0,225.0,-1.0,100.0,2
986,101450,4,BIG-T,-132.0,99.0,135.0,12.0,20.0,0
987,101450,4,BIG-T,156.0,102.0,315.0,-1.0,100.0,1
988,101450,4,MIDDLE-T,-111.0,-60.0,225.0,8.0,21.0,2
989,101450,4,SMALL-T,-151.0,26.0,180.0,12.0,22.0,3
990,101450,4,BIG-T,-51.0,-24.0,270.0,9.0,23.0,1
991,102644,1,BIG-T,-100.0,40.0,0.0,17.0,1.0,1
992,102644,1,SQUARE,-321.0,72.0,0.0,-1.0,100.0,5
993,102644,1,PARALL,74.0,198.0,90.0,-1.0,100.0,6
994,102644,1,BIG-T,-102.0,-32.0,45.0,7.0,2.0,0
995,102644,1,MIDDLE-T,43.0,-35.0,180.0,8.0,3.0,2
996,102644,1,SMALL-T,4.0,-68.0,225.0,8.0,4.0,4
997,102644,1,PARALL,307.0,-42.0,135.0,-1.0,100.0,6
998,102644,1,SQUARE,-139.0,2.0,0.0,11.0,5.0,5
999,102644,1,MIDDLE-T,-171.0,-32.0,180.0,6.0,6.0,2
1000,102644,1,SMALL-T,-63.0,5.0,315.0,12.0,7.0,4
1001,102644,1,PARALL,46.0,-69.0,45.0,4.0,8.0,6
1002,102644,1,SMALL-T,5.0,-69.0,315.0,3.0,9.0,3
1003,102644,2,SQUARE,-161.0,140.0,0.0,22.0,1.0,5
1004,102644,2,BIG-T,-104.0,42.0,0.0,13.0,2.0,1
1005,102644,2,PARALL,-201.0,78.0,45.0,16.0,3.0,6
1006,102644,2,BIG-T,-137.0,38.0,180.0,12.0,4.0,0
1007,102644,2,SMALL-T,-240.0,-9.0,90.0,5.0,5.0,3
1008,102644,2,SMALL-T,-194.0,-59.0,0.0,1.0,6.0,4
1009,102644,2,MIDDLE-T,-87.0,-9.0,135.0,8.0,7.0,2
1010,102644,2,SMALL-T,-190.0,-60.0,0.0,1.0,8.0,4
1011,102644,3,BIG-T,-236.0,10.0,135.0,11.0,1.0,1
1012,102644,3,MIDDLE-T,-119.0,-65.0,180.0,7.0,2.0,2
1013,102644,3,PARALL,-212.0,-102.0,90.0,1.0,3.0,6
1014,102644,3,BIG-T,-32.0,9.0,225.0,13.0,4.0,0
1015,102644,3,SQUARE,-128.0,-25.0,0.0,12.0,5.0,5
1016,102644,3,BIG-T,-25.0,7.0,225.0,13.0,6.0,0
1017,102644,3,SQUARE,-130.0,-28.0,0.0,12.0,7.0,5
1018,102644,3,SMALL-T,-132.0,43.0,135.0,17.0,8.0,3
1019,102644,3,SMALL-T,129.0,66.0,90.0,-1.0,100.0,4
1020,102644,3,SMALL-T,241.0,-30.0,135.0,-1.0,100.0,3
1021,102644,3,MIDDLE-T,74.0,-79.0,180.0,-1.0,100.0,2
1022,102644,3,SQUARE,-126.0,-25.0,0.0,12.0,9.0,5
1023,102644,3,BIG-T,-20.0,9.0,225.0,13.0,100.0,0
1024,102644,3,SQUARE,359.0,14.0,0.0,-1.0,100.0,5
1025,102644,3,BIG-T,-387.0,38.0,135.0,-1.0,100.0,1
1026,102644,3,BIG-T,-94.0,10.0,225.0,12.0,10.0,0
1027,102644,3,BIG-T,-237.0,9.0,135.0,11.0,11.0,1
1028,102644,3,BIG-T,-30.0,10.0,225.0,13.0,12.0,0
1029,102644,3,SQUARE,-34.0,-152.0,0.0,-1.0,100.0,5
1030,102644,3,MIDDLE-T,-121.0,-64.0,180.0,7.0,13.0,2
1031,102644,3,SMALL-T,-162.0,92.0,90.0,22.0,14.0,4
1032,102644,3,BIG-T,-234.0,10.0,135.0,11.0,100.0,1
1033,102644,3,BIG-T,117.0,130.0,225.0,-1.0,100.0,0
1034,102644,3,BIG-T,-44.0,20.0,225.0,13.0,100.0,1
1035,102644,3,SMALL-T,-64.0,232.0,90.0,-1.0,100.0,4
1036,102644,3,BIG-T,-91.0,69.0,225.0,18.0,15.0,1
1037,102644,3,SMALL-T,141.0,-33.0,0.0,-1.0,100.0,4
1038,102644,3,MIDDLE-T,134.0,-84.0,180.0,-1.0,100.0,2
1039,102644,3,PARALL,-38.0,-34.0,90.0,8.0,16.0,6
1040,102644,3,BIG-T,-91.0,71.0,225.0,18.0,17.0,1
1041,102644,3,PARALL,-194.0,-100.0,135.0,1.0,18.0,6
1042,102644,3,MIDDLE-T,-121.0,-65.0,180.0,7.0,19.0,2
1043,102644,3,BIG-T,-29.0,11.0,225.0,13.0,20.0,1
1044,102644,3,SMALL-T,-135.0,115.0,225.0,22.0,21.0,3
1045,102644,3,SMALL-T,-137.0,43.0,90.0,17.0,22.0,4
1046,102644,3,SMALL-T,-162.0,90.0,90.0,22.0,23.0,3
1047,102644,3,SMALL-T,220.0,-30.0,45.0,-1.0,100.0,4
1048,102644,3,SQUARE,-137.0,-25.0,0.0,12.0,24.0,5
1049,102644,3,SMALL-T,-443.0,99.0,90.0,-1.0,100.0,3
1050,102644,3,SQUARE,-357.0,-85.0,0.0,-1.0,100.0,5
1051,102644,3,PARALL,180.0,-114.0,135.0,-1.0,100.0,6
1052,102644,3,MIDDLE-T,-7.0,-122.0,180.0,4.0,25.0,2
1053,102644,3,SQUARE,-160.0,-99.0,0.0,2.0,26.0,5
1054,102644,3,SMALL-T,-87.0,-100.0,315.0,3.0,27.0,4
1055,102644,3,SMALL-T,-231.0,-99.0,45.0,1.0,28.0,3
1056,102644,3,BIG-T,-236.0,10.0,135.0,11.0,29.0,0
1057,102644,3,MIDDLE-T,162.0,61.0,270.0,-1.0,100.0,2
1058,102644,3,BIG-T,-91.0,70.0,225.0,18.0,30.0,1
1059,102644,3,SMALL-T,254.0,-29.0,315.0,-1.0,100.0,4
1060,102644,3,PARALL,-35.0,-35.0,90.0,8.0,31.0,6
1061,102644,3,BIG-T,111.0,218.0,225.0,-1.0,100.0,1
1062,102644,3,SMALL-T,-162.0,91.0,90.0,22.0,32.0,4
1063,102644,3,PARALL,341.0,-74.0,90.0,-1.0,100.0,6
1064,102644,3,SQUARE,140.0,-120.0,0.0,-1.0,100.0,5
1065,102644,3,BIG-T,-125.0,-34.0,90.0,7.0,33.0,1
1066,102644,3,BIG-T,-380.0,55.0,135.0,-1.0,100.0,0
1067,102644,3,SMALL-T,-23.0,180.0,90.0,-1.0,100.0,4
1068,102644,3,BIG-T,313.0,90.0,90.0,-1.0,100.0,1
1069,102644,3,PARALL,363.0,-65.0,135.0,-1.0,100.0,6
1070,102644,3,BIG-T,-205.0,-59.0,0.0,6.0,100.0,0
1071,102644,3,PARALL,470.0,-42.0,90.0,-1.0,100.0,6
1072,102644,3,BIG-T,-234.0,10.0,135.0,11.0,34.0,0
1073,102644,3,SQUARE,-158.0,-99.0,0.0,2.0,35.0,5
1074,102644,3,BIG-T,-33.0,11.0,225.0,13.0,36.0,1
1075,102644,3,SMALL-T,-86.0,-100.0,315.0,3.0,37.0,4
1076,102644,3,PARALL,445.0,-49.0,90.0,-1.0,100.0,6
1077,102644,3,SQUARE,-126.0,-25.0,0.0,12.0,38.0,5
1078,102644,3,BIG-T,-20.0,9.0,225.0,13.0,39.0,1
1079,102644,3,SMALL-T,-126.0,46.0,135.0,17.0,40.0,4
1080,102644,3,MIDDLE-T,-161.0,80.0,90.0,17.0,41.0,2
1081,102644,3,PARALL,-101.0,-87.0,90.0,2.0,42.0,6
1082,102644,3,SMALL-T,-199.0,-63.0,180.0,6.0,43.0,3
1083,102644,3,PARALL,-122.0,-88.0,90.0,2.0,44.0,6
1084,102644,4,BIG-T,145.0,157.0,180.0,-1.0,100.0,0
1085,102644,4,SMALL-T,-139.0,-151.0,135.0,2.0,1.0,3
1086,102644,4,PARALL,-192.0,91.0,90.0,11.0,2.0,6
1087,102644,4,BIG-T,-131.0,100.0,135.0,17.0,3.0,0
1088,102644,4,BIG-T,-132.0,-43.0,45.0,7.0,4.0,1
1089,102644,4,MIDDLE-T,-112.0,-63.0,225.0,8.0,5.0,2
1090,102644,4,SQUARE,-74.0,201.0,45.0,23.0,6.0,5
1091,102644,4,SMALL-T,-64.0,245.0,0.0,23.0,7.0,4
1092,102912,1,BIG-T,374.0,-6.0,270.0,-1.0,100.0,1
1093,102912,1,SMALL-T,263.0,-43.0,0.0,-1.0,100.0,4
1094,102912,1,BIG-T,-100.0,40.0,0.0,17.0,1.0,1
1095,102912,1,BIG-T,78.0,146.0,180.0,-1.0,100.0,0
1096,102912,1,BIG-T,-91.0,144.0,0.0,-1.0,100.0,1
1097,102912,1,PARALL,268.0,-159.0,90.0,-1.0,100.0,6
1098,102912,1,MIDDLE-T,42.0,-35.0,180.0,8.0,100.0,2
1099,102912,1,SMALL-T,180.0,-125.0,0.0,-1.0,100.0,4
1100,102912,1,MIDDLE-T,44.0,-31.0,180.0,9.0,2.0,2
1101,102912,1,BIG-T,-55.0,-104.0,0.0,2.0,3.0,0
1102,102912,1,MIDDLE-T,46.0,-34.0,180.0,9.0,4.0,2
1103,102912,1,SMALL-T,121.0,80.0,0.0,-1.0,100.0,4
1104,102912,1,SQUARE,83.0,89.0,45.0,24.0,5.0,5
1105,102912,1,BIG-T,-97.0,38.0,0.0,17.0,6.0,0
1106,102912,1,SQUARE,-139.0,3.0,0.0,11.0,7.0,5
1107,102912,1,SMALL-T,112.0,44.0,270.0,19.0,100.0,4
1108,102912,1,SMALL-T,156.0,38.0,90.0,-1.0,100.0,3
1109,102912,1,SMALL-T,-65.0,4.0,315.0,12.0,8.0,4
1110,102912,1,SMALL-T,-65.0,1.0,135.0,12.0,9.0,3
1111,102912,1,BIG-T,364.0,70.0,180.0,-1.0,100.0,1
1112,102912,1,PARALL,137.0,125.0,90.0,-1.0,100.0,6
1113,102912,1,BIG-T,-7.0,184.0,0.0,-1.0,100.0,0
1114,102912,1,PARALL,78.0,79.0,135.0,19.0,10.0,6
1115,102912,1,BIG-T,233.0,126.0,180.0,-1.0,100.0,1
1116,102912,1,SMALL-T,-100.0,90.0,0.0,22.0,11.0,4
1117,102912,1,PARALL,-123.0,64.0,90.0,16.0,12.0,6
1118,102912,1,SMALL-T,-49.0,40.0,0.0,17.0,13.0,3
1119,102912,1,PARALL,-125.0,63.0,90.0,16.0,14.0,6
1120,102912,1,SQUARE,109.0,60.0,0.0,19.0,15.0,5
1121,102912,1,MIDDLE-T,83.0,160.0,180.0,-1.0,100.0,2
1122,102912,1,BIG-T,-102.0,-32.0,45.0,7.0,16.0,0
1123,102912,1,BIG-T,-103.0,-32.0,225.0,7.0,17.0,1
1124,102912,1,SQUARE,5.0,-69.0,0.0,3.0,18.0,5
1125,102912,1,SMALL-T,140.0,14.0,0.0,-1.0,100.0,4
1126,102912,1,SMALL-T,78.0,-70.0,315.0,4.0,19.0,3
1127,102912,1,SMALL-T,-207.0,-69.0,45.0,0.0,100.0,4
1128,102912,1,PARALL,171.0,41.0,90.0,-1.0,100.0,6
1129,102912,1,MIDDLE-T,77.0,167.0,90.0,-1.0,100.0,2
1130,102912,1,BIG-T,-100.0,-33.0,225.0,7.0,20.0,0
1131,102912,1,BIG-T,-98.0,39.0,0.0,17.0,21.0,1
1132,102912,1,BIG-T,-36.0,235.0,225.0,-1.0,100.0,0
1133,102912,1,PARALL,231.0,29.0,0.0,-1.0,100.0,6
1134,102912,1,SQUARE,76.0,29.0,0.0,14.0,22.0,5
1135,102912,1,BIG-T,-32.0,-51.0,270.0,8.0,23.0,0
1136,102912,1,BIG-T,-98.0,42.0,270.0,17.0,100.0,1
1137,102912,1,BIG-T,53.0,153.0,315.0,-1.0,100.0,0
1138,102912,1,BIG-T,-65.0,-106.0,0.0,2.0,24.0,1
1139,102912,1,PARALL,-146.0,-27.0,0.0,6.0,25.0,6
1140,102912,1,SMALL-T,193.0,33.0,315.0,-1.0,100.0,3
1141,102912,1,BIG-T,164.0,-119.0,0.0,-1.0,100.0,1
1142,102912,1,SQUARE,7.0,-69.0,0.0,3.0,26.0,5
1143,102912,1,BIG-T,-101.0,39.0,0.0,17.0,27.0,0
1144,102912,1,PARALL,9.0,156.0,0.0,-1.0,100.0,6
1145,102912,1,SMALL-T,-65.0,5.0,45.0,12.0,28.0,4
1146,102912,1,PARALL,63.0,75.0,90.0,19.0,29.0,6
1147,102912,1,SMALL-T,-138.0,-69.0,225.0,1.0,30.0,4
1148,102912,1,SMALL-T,-210.0,-69.0,45.0,0.0,100.0,3
1149,102912,1,MIDDLE-T,-103.0,-33.0,180.0,7.0,31.0,2
1150,102912,1,SQUARE,273.0,58.0,0.0,-1.0,100.0,5
1151,102912,1,PARALL,44.0,-69.0,45.0,4.0,32.0,6
1152,102912,1,MIDDLE-T,-26.0,-33.0,180.0,8.0,33.0,2
1153,102912,1,SMALL-T,-61.0,-68.0,225.0,7.0,34.0,4
1154,102912,1,SQUARE,-137.0,-69.0,0.0,1.0,35.0,5
1155,102912,1,SMALL-T,-65.0,-70.0,225.0,2.0,36.0,4
1156,102912,1,MIDDLE-T,-29.0,-33.0,180.0,8.0,100.0,2
1157,102912,1,BIG-T,149.0,94.0,135.0,-1.0,100.0,0
1158,102912,1,MIDDLE-T,61.0,126.0,180.0,24.0,37.0,2
1159,102912,1,SQUARE,-37.0,155.0,0.0,-1.0,100.0,5
1160,102912,1,SMALL-T,63.0,188.0,225.0,-1.0,100.0,4
1161,102912,1,BIG-T,-101.0,-36.0,135.0,7.0,38.0,0
1162,102912,1,BIG-T,-100.0,-32.0,315.0,7.0,39.0,1
1163,102912,1,SMALL-T,6.0,-69.0,315.0,3.0,40.0,4
1164,102912,1,BIG-T,-157.0,206.0,315.0,-1.0,100.0,1
1165,102912,1,SMALL-T,-317.0,82.0,45.0,-1.0,100.0,3
1166,102912,1,MIDDLE-T,-171.0,-35.0,180.0,6.0,41.0,2
1167,102912,1,BIG-T,-99.0,40.0,0.0,17.0,42.0,1
1168,102912,1,SQUARE,-137.0,2.0,0.0,11.0,43.0,5
1169,102912,1,SMALL-T,-66.0,4.0,315.0,12.0,44.0,3
1170,102912,2,BIG-T,-100.0,43.0,0.0,13.0,1.0,0
1171,102912,2,PARALL,-201.0,76.0,45.0,16.0,2.0,6
1172,102912,2,BIG-T,-131.0,-62.0,0.0,2.0,3.0,1
1173,102912,2,SQUARE,-168.0,147.0,0.0,22.0,4.0,5
1174,102912,2,MIDDLE-T,-189.0,-11.0,315.0,6.0,5.0,2
1175,102912,2,BIG-T,-137.0,-61.0,0.0,2.0,6.0,1
1176,102912,2,SMALL-T,66.0,-68.0,135.0,-1.0,100.0,3
1177,102912,2,SMALL-T,-127.0,160.0,315.0,22.0,100.0,4
1178,102912,2,SQUARE,87.0,112.0,0.0,-1.0,100.0,5
1179,102912,2,SMALL-T,-168.0,148.0,315.0,22.0,7.0,4
1180,102912,2,SMALL-T,-169.0,144.0,135.0,21.0,8.0,3
1181,102912,2,MIDDLE-T,138.0,-70.0,315.0,-1.0,100.0,2
1182,102912,2,BIG-T,-98.0,-2.0,135.0,8.0,9.0,0
1183,102912,2,BIG-T,-100.0,-5.0,315.0,8.0,10.0,1
1184,102912,2,PARALL,-9.0,148.0,45.0,24.0,11.0,6
1185,102912,2,BIG-T,-101.0,41.0,0.0,13.0,12.0,1
1186,102912,2,BIG-T,-137.0,40.0,180.0,12.0,13.0,0
1187,102912,2,SMALL-T,-79.0,201.0,315.0,-1.0,100.0,4
1188,102912,2,SMALL-T,-193.0,241.0,135.0,-1.0,100.0,3
1189,102912,2,PARALL,-204.0,74.0,45.0,16.0,14.0,6
1190,102912,2,BIG-T,79.0,169.0,0.0,-1.0,100.0,1
1191,102912,2,MIDDLE-T,-52.0,89.0,225.0,19.0,15.0,2
1192,102912,2,SQUARE,-167.0,147.0,0.0,22.0,16.0,5
1193,102912,2,BIG-T,-101.0,40.0,270.0,13.0,17.0,0
1194,102912,2,SMALL-T,113.0,21.0,315.0,-1.0,100.0,4
1195,102912,2,BIG-T,-200.0,-63.0,0.0,1.0,18.0,1
1196,102912,2,MIDDLE-T,92.0,154.0,225.0,-1.0,100.0,2
1197,102912,2,PARALL,-3.0,144.0,45.0,24.0,19.0,6
1198,102912,2,SQUARE,-310.0,200.0,0.0,-1.0,100.0,5
1199,102912,2,BIG-T,-141.0,-63.0,0.0,2.0,20.0,1
1200,102912,2,BIG-T,-174.0,39.0,0.0,11.0,21.0,0
1201,102912,2,BIG-T,-110.0,2.0,135.0,8.0,22.0,1
1202,102912,2,BIG-T,243.0,54.0,315.0,-1.0,100.0,0
1203,102912,2,SMALL-T,-224.0,40.0,0.0,11.0,23.0,4
1204,102912,2,BIG-T,104.0,-7.0,135.0,-1.0,100.0,1
1205,102912,2,PARALL,-37.0,184.0,0.0,24.0,24.0,6
1206,102912,2,SMALL-T,-101.0,90.0,0.0,18.0,25.0,4
1207,102912,2,PARALL,-76.0,65.0,90.0,13.0,26.0,6
1208,102912,2,MIDDLE-T,40.0,200.0,0.0,-1.0,100.0,2
1209,102912,2,BIG-T,50.0,85.0,0.0,-1.0,100.0,1
1210,102912,2,MIDDLE-T,-52.0,231.0,0.0,-1.0,100.0,2
1211,102912,2,SQUARE,-166.0,147.0,0.0,22.0,27.0,5
1212,102912,2,SMALL-T,-51.0,159.0,0.0,24.0,28.0,4
1213,102912,2,PARALL,-219.0,55.0,90.0,11.0,29.0,6
1214,102912,2,BIG-T,-73.0,52.0,0.0,13.0,100.0,1
1215,102912,2,PARALL,-316.0,90.0,90.0,-1.0,100.0,6
1216,102912,2,BIG-T,-100.0,40.0,0.0,13.0,30.0,1
1217,102912,2,PARALL,-204.0,75.0,45.0,16.0,31.0,6
1218,102912,2,BIG-T,-139.0,37.0,180.0,12.0,32.0,0
1219,102912,2,MIDDLE-T,-91.0,-17.0,135.0,8.0,33.0,2
1220,102912,2,SMALL-T,-189.0,-63.0,0.0,1.0,34.0,4
1221,102912,2,MIDDLE-T,-86.0,-13.0,135.0,8.0,35.0,2
1222,102912,2,SMALL-T,-238.0,-11.0,90.0,5.0,36.0,3
1223,102912,3,MIDDLE-T,0.0,226.0,225.0,-1.0,100.0,2
1224,102912,3,PARALL,-123.0,-100.0,45.0,2.0,1.0,6
1225,102912,3,MIDDLE-T,-195.0,-65.0,180.0,6.0,2.0,2
1226,102912,3,BIG-T,-236.0,10.0,135.0,11.0,3.0,0
1227,102912,3,BIG-T,-164.0,42.0,90.0,17.0,4.0,1
1228,102912,3,SQUARE,23.0,73.0,45.0,19.0,5.0,5
1229,102912,3,SMALL-T,69.0,25.0,0.0,-1.0,100.0,3
1230,102912,3,SMALL-T,-113.0,-61.0,0.0,7.0,6.0,4
1231,102912,3,SQUARE,-62.0,-10.0,45.0,13.0,7.0,5
1232,102912,3,SMALL-T,-12.0,-60.0,0.0,9.0,8.0,3
1233,102912,4,BIG-T,118.0,20.0,270.0,-1.0,100.0,1
1234,102912,4,PARALL,-191.0,91.0,90.0,11.0,1.0,6
1235,102912,4,SMALL-T,-141.0,-153.0,135.0,2.0,2.0,4
1236,102912,4,BIG-T,109.0,36.0,270.0,-1.0,100.0,1
1237,102912,4,MIDDLE-T,44.0,-64.0,270.0,-1.0,100.0,2
1238,102912,4,SQUARE,-66.0,207.0,0.0,23.0,3.0,5
1239,102912,4,SMALL-T,-64.0,244.0,0.0,23.0,4.0,3
1240,102912,4,BIG-T,263.0,19.0,90.0,-1.0,100.0,0
1241,102912,4,BIG-T,-60.0,70.0,270.0,13.0,5.0,1
1242,102912,4,MIDDLE-T,-114.0,-63.0,225.0,7.0,6.0,2
1243,102912,4,BIG-T,-61.0,-15.0,270.0,8.0,7.0,1
1244,102912,4,PARALL,-191.0,91.0,90.0,11.0,8.0,6
1245,102912,4,BIG-T,-62.0,72.0,270.0,13.0,9.0,1
1246,102912,4,MIDDLE-T,27.0,92.0,225.0,-1.0,100.0,2
1247,102912,4,SQUARE,-65.0,206.0,0.0,23.0,10.0,5
1248,102912,4,MIDDLE-T,6.0,70.0,315.0,-1.0,100.0,2
1249,102912,4,BIG-T,-58.0,67.0,270.0,13.0,11.0,1
1250,102912,4,PARALL,-1.0,39.0,90.0,14.0,12.0,6
1251,102912,4,SMALL-T,-140.0,-151.0,135.0,2.0,13.0,4
1252,102912,4,SMALL-T,-217.0,66.0,0.0,11.0,14.0,3
1253,102912,4,PARALL,-140.0,91.0,90.0,12.0,100.0,6
1254,102912,4,BIG-T,71.0,67.0,90.0,-1.0,100.0,1
1255,102912,4,PARALL,-139.0,90.0,90.0,12.0,15.0,6
1256,102912,4,SQUARE,-153.0,29.0,45.0,12.0,16.0,5
1257,102912,4,SMALL-T,-65.0,246.0,0.0,23.0,17.0,3
1258,102912,4,PARALL,-239.0,198.0,90.0,15.0,100.0,6
1259,102912,4,SQUARE,-67.0,206.0,0.0,23.0,18.0,5
1260,102912,4,PARALL,-192.0,91.0,90.0,11.0,19.0,6
1261,102912,4,MIDDLE-T,17.0,158.0,135.0,-1.0,100.0,2
1262,102912,4,BIG-T,-61.0,71.0,270.0,13.0,100.0,0
1263,102912,4,MIDDLE-T,70.0,-38.0,225.0,-1.0,100.0,2
1264,102912,4,BIG-T,64.0,107.0,90.0,-1.0,100.0,1
1265,102912,4,BIG-T,-61.0,-15.0,270.0,8.0,20.0,0
1266,102912,4,MIDDLE-T,-112.0,-65.0,225.0,8.0,21.0,2
1267,102912,4,PARALL,-96.0,99.0,45.0,13.0,22.0,6
1268,102912,4,BIG-T,-61.0,-5.0,270.0,8.0,23.0,0
1269,102912,4,MIDDLE-T,-112.0,-62.0,225.0,8.0,24.0,2
1270,102912,4,PARALL,-193.0,90.0,90.0,11.0,25.0,6
1271,102912,4,BIG-T,68.0,-62.0,270.0,-1.0,100.0,0
1272,102912,4,MIDDLE-T,-60.0,101.0,270.0,18.0,26.0,2
1273,102912,4,SQUARE,-65.0,207.0,0.0,23.0,27.0,5
1274,102912,4,BIG-T,48.0,-70.0,270.0,-1.0,100.0,0
1275,102912,4,BIG-T,90.0,-86.0,90.0,-1.0,100.0,1
1276,102912,4,BIG-T,141.0,91.0,270.0,-1.0,100.0,0
1277,102912,4,BIG-T,41.0,-11.0,90.0,-1.0,100.0,1
1278,102912,4,MIDDLE-T,11.0,-62.0,270.0,-1.0,100.0,2
1279,102912,4,BIG-T,-58.0,74.0,270.0,13.0,28.0,0
1280,102912,4,BIG-T,-161.0,-22.0,90.0,7.0,29.0,1
1281,102912,4,MIDDLE-T,65.0,-73.0,270.0,-1.0,100.0,2
1282,102912,4,BIG-T,161.0,113.0,270.0,-1.0,100.0,0
1283,102912,4,BIG-T,56.0,11.0,90.0,-1.0,100.0,1
1284,102912,4,PARALL,-86.0,94.0,0.0,13.0,30.0,6
1285,102912,4,BIG-T,24.0,57.0,270.0,-1.0,100.0,0
1286,102912,4,MIDDLE-T,7.0,-84.0,270.0,-1.0,100.0,2
1287,102912,4,PARALL,58.0,155.0,0.0,-1.0,100.0,6
1288,102912,4,BIG-T,-60.0,71.0,270.0,13.0,31.0,0
1289,102912,4,BIG-T,96.0,4.0,90.0,-1.0,100.0,1
1290,102912,4,BIG-T,19.0,47.0,270.0,-1.0,100.0,0
1291,102912,4,PARALL,-86.0,94.0,0.0,13.0,32.0,6
1292,102912,4,BIG-T,54.0,84.0,270.0,-1.0,100.0,0
1293,102912,4,MIDDLE-T,49.0,-141.0,0.0,-1.0,100.0,2
1294,102912,4,SMALL-T,-113.0,-115.0,0.0,2.0,33.0,3
1295,102912,4,PARALL,-137.0,-41.0,0.0,7.0,34.0,6
1296,102912,4,SQUARE,-80.0,35.0,0.0,13.0,35.0,5
1297,102912,4,MIDDLE-T,109.0,165.0,90.0,-1.0,100.0,2
1298,102912,4,PARALL,-168.0,111.0,0.0,17.0,36.0,6
1299,102912,4,SQUARE,-65.0,207.0,0.0,23.0,37.0,5
1300,102912,4,SMALL-T,-65.0,245.0,0.0,23.0,38.0,3
1301,102912,4,PARALL,-86.0,-38.0,0.0,8.0,39.0,6
1302,102912,4,MIDDLE-T,-132.0,28.0,270.0,12.0,40.0,2
1303,102912,4,PARALL,-193.0,90.0,90.0,11.0,41.0,6
1304,102912,4,MIDDLE-T,-62.0,101.0,270.0,18.0,42.0,2
1305,102912,4,BIG-T,-61.0,-15.0,270.0,8.0,100.0,0
1306,102912,4,MIDDLE-T,161.0,113.0,45.0,-1.0,100.0,2
1307,102912,4,BIG-T,26.0,20.0,270.0,-1.0,100.0,0
1308,102912,4,BIG-T,26.0,20.0,90.0,-1.0,100.0,1
1309,102912,4,BIG-T,-130.0,100.0,135.0,17.0,100.0,0
1310,102912,4,MIDDLE-T,116.0,217.0,180.0,-1.0,100.0,2
1311,102912,4,BIG-T,33.0,8.0,90.0,-1.0,100.0,1
1312,102912,4,BIG-T,-43.0,13.0,135.0,14.0,100.0,0
1313,102912,4,BIG-T,31.0,-16.0,135.0,-1.0,100.0,1
1314,102912,4,BIG-T,-60.0,71.0,270.0,13.0,43.0,0
1315,102912,4,BIG-T,61.0,-26.0,45.0,-1.0,100.0,1
1316,102912,4,MIDDLE-T,-87.0,23.0,270.0,13.0,44.0,2
1317,102912,4,BIG-T,-61.0,69.0,270.0,13.0,100.0,0
1318,102912,4,MIDDLE-T,114.0,126.0,45.0,-1.0,100.0,2
1319,102912,4,BIG-T,-60.0,-14.0,270.0,8.0,45.0,0
1320,102912,4,MIDDLE-T,-112.0,-62.0,225.0,8.0,46.0,2
1321,102912,4,BIG-T,22.0,18.0,45.0,-1.0,100.0,1
1322,102912,4,BIG-T,-61.0,-16.0,270.0,8.0,47.0,0
1323,102912,4,BIG-T,-104.0,29.0,270.0,13.0,48.0,1
1324,102957,1,BIG-T,-103.0,41.0,0.0,17.0,1.0,1
1325,102957,1,BIG-T,-104.0,-33.0,225.0,7.0,2.0,0
1326,102957,1,SMALL-T,-209.0,-69.0,45.0,0.0,100.0,3
1327,102957,1,PARALL,-100.0,3.0,135.0,12.0,3.0,6
1328,102957,1,MIDDLE-T,46.0,-34.0,180.0,9.0,4.0,2
1329,102957,1,PARALL,-29.0,-69.0,135.0,3.0,5.0,6
